norm_name,github_login,confidence,gh_name,gh_company,followers,method,resolved_at,recheck_after
rumen mitov,rumenmitov,MED,Rumen Mitov,Constructor Tech,11,fullname,2026-06-28,2026-09-26
shane slattery,Slattz,MED,Shane Slattery,,78,fullname,2026-06-28,2026-09-26
kiril videlov,krlvi,HIGH,Kiril Videlov,@gitbutlerapp,264,fullname+jvmrepo,2026-06-28,
pietra ferreira,Pietra0123,MED,Pietra Ferreira,,19,fullname,2026-06-28,2026-09-26
andreas dzialocha,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
szilard hajba,szilu,MED,Szilárd Hajba,Symbion Products Ltd.,15,fullname,2026-06-28,2026-09-26
affe null,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
felix,felixrieseberg,MED,Felix Rieseberg,Anthropic,5839,fullname,2026-06-28,2026-09-26
raphael de courville,SableRaf,HIGH,Raphaël de Courville,Processing Foundation,212,fullname+jvmrepo,2026-06-28,
petya kangalova,PetyaKangalova,MED,Petya Kangalova,Development Initiatives,5,fullname,2026-06-28,2026-09-26
robin berjon,darobin,MED,Robin Berjon,,341,fullname,2026-06-28,2026-09-26
ruben hias,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
zach steindler,steiza,HIGH,Zach Steindler,,175,fullname+org,2026-06-28,
michiel de backker,backkem,HIGH,Michiel De Backker,@twintag,79,fullname+dominant,2026-06-28,
ghasan mohammad hozan23,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jose espinosa carrasco,JoseEspinosa,HIGH,Jose Espinosa-Carrasco,CRG,67,fullname-ascii+dominant,2026-06-28,
nick perez,nperez0111,HIGH,Nick Perez,Blocknote,127,fullname+dominant,2026-06-28,
arya,aryashah2k,HIGH,Arya Shah,IIT Gandhinagar,2761,fullname+dominant,2026-06-28,
lina py,,UNRESOLVED,,,,fullname-ascii,2026-06-28,2026-09-26
kelly roegies,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
rafael epplee,raffomania,MED,Rafael Epplée,,84,fullname,2026-06-28,2026-09-26
valentyn yukhymenko,BaLiKfromUA,HIGH,Valentyn Yukhymenko,@bloomberg,28,fullname,2026-06-28,
giuditta parolini,GParolini,MED,Giuditta Parolini,,3,fullname,2026-06-28,2026-09-26
laszlo kupcsik,lkupcsik-liz,MED,Laszlo Kupcsik,@lizard-bio ,0,fullname-ascii,2026-06-28,2026-09-26
amir montazery,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
michael nazzareno trimarchi,panicking,HIGH,Michael Nazzareno Trimarchi,Amarula Solutions B.V.,21,fullname+jvmrepo,2026-06-28,
pierre beyssac,pbeyssac,MED,Pierre Beyssac,,35,fullname,2026-06-28,2026-09-26
jovan gerodetti,TitanNano,HIGH,Jovan Gerodetti,@eon-com,61,fullname+jvmrepo,2026-06-28,
anton borisov,fresh-borzoni,HIGH,Anton Borisov,@surgeventures ,9,fullname+jvmrepo,2026-06-28,
patrick masson,Masson-Apereo,HIGH,Patrick Masson,Apereo Foundation,1,fullname,2026-06-28,
niko sirmpilatze,niksirbi,HIGH,Niko Sirmpilatze,Sainsbury Wellcome Centre,92,fullname+dominant,2026-06-28,
nicoleta lazar,nicolazar,MED,Nicoleta Lazar,,3,fullname,2026-06-28,2026-09-26
abraxas3d,Abraxas3d,HIGH,Abraxas3d,Optimized Tomfoolery,64,fullname+dominant,2026-06-28,
thomas telkamp,tftelkamp,MED,Thomas Telkamp,,87,fullname,2026-06-28,2026-09-26
rutvik kshirsagar,rutvik23,MED,Rutvik Kshirsagar,Red Hat,5,fullname,2026-06-28,2026-09-26
claire giordano,clairegiordano,HIGH,Claire Giordano,Microsoft,7,fullname,2026-06-28,
alok mishra,IndAlok,MED,Alok Kumar Mishra,,65,fullname,2026-06-28,2026-09-26
vojtech kane,vojta001,MED,Vojtěch Káně,,16,fullname,2026-06-28,2026-09-26
marc andre lemburg,malemburg,HIGH,Marc-Andre Lemburg,@malemburg,150,fullname-ascii+dominant,2026-06-28,
mmu man,,UNRESOLVED,,,,fullname-ascii,2026-06-28,2026-09-26
brian duggan,bduggan,MED,Brian Duggan,,46,fullname,2026-06-28,2026-09-26
peter cawley,corsix,MED,Peter Cawley,,329,fullname,2026-06-28,2026-09-26
markus feilner,mfeilner,MED,Markus Feilner,Feilner IT,15,fullname,2026-06-28,2026-09-26
thierry berger,ThierryBerger,MED,Thierry Berger,,95,fullname,2026-06-28,2026-09-26
daniele scasciafratte,Mte90,HIGH,Daniele Scasciafratte,Codeat SRLS,653,fullname+dominant,2026-06-28,
ilaria battiston,ila,MED,Ilaria Battiston,,253,fullname,2026-06-28,2026-09-26
jelle van der waa,jelly,HIGH,Jelle van der Waa,Red Hat,398,fullname+dominant,2026-06-28,
udo steinberg,udosteinberg,MED,Udo Steinberg,,56,fullname,2026-06-28,2026-09-26
david llewellyn jones,llewelld,HIGH,David Llewellyn-Jones,The Alan Turing Institute,61,fullname-ascii+jvmrepo,2026-06-28,
bonnie mehring,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ray paik,rpaik,MED,Ray Paik,@pingcap,18,fullname,2026-06-28,2026-09-26
federico paolinelli,fedepaol,HIGH,Federico Paolinelli,Red Hat,225,fullname+dominant,2026-06-28,
marc poulhies,dkm,HIGH,Marc Poulhiès,,101,fullname+jvmrepo,2026-06-28,
andrew tropin,abcdw,MED,Andrew Tropin,,268,fullname,2026-06-28,2026-09-26
christophe ponsard,cponsard,HIGH,Christophe Ponsard,,5,fullname+jvmrepo,2026-06-28,
roman hedin storozhenko,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
daniel estevez,daniestevez,MED,Daniel Estévez,,547,fullname,2026-06-28,2026-09-26
benjamin bellamy,benjaminbellamy,MED,Benjamin Bellamy,@LINAGORA · @Ad-Aures,44,fullname,2026-06-28,2026-09-26
adrian reber,adrianreber,MED,Adrian Reber,,147,fullname,2026-06-28,2026-09-26
pauline maas,microbit101,MED,Peter Heldens & Pauline Maas,Microbit101,0,fullname,2026-06-28,2026-09-26
maks graczyk,maksgraczyk,HIGH,Maksymilian (Maks) Graczyk,,12,fullname+jvmrepo,2026-06-28,
terts diepraam,tertsdiepraam,HIGH,Terts Diepraam,@NLnetLabs,170,fullname,2026-06-28,
bartosz sypytkowski,Horusiath,MED,Bartosz Sypytkowski,,468,fullname,2026-06-28,2026-09-26
gaetan darquie,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alexgood,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
maciek konstantynowicz,mkonstan-spec,MED,Maciek Konstantynowicz,,0,fullname,2026-06-28,2026-09-26
tobias burnus,tob2,MED,Tobias Burnus,BayLibre,17,fullname,2026-06-28,2026-09-26
kevin biju,heavycrystal,HIGH,Kevin Biju,@ClickHouse,34,fullname,2026-06-28,
ben busby,benbusby,MED,Ben Busby,@bstaero,352,fullname,2026-06-28,2026-09-26
prithvi raj,vprithvi,HIGH,Prithvi Raj,@uber ,50,fullname+jvmrepo,2026-06-28,
aleksa sarai,cyphar,HIGH,Aleksa Sarai,@amutable-systems,1026,fullname,2026-06-28,
paula grzegorzewska,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
antoine van malleghem,avanmalleghem,MED,Antoine Van Malleghem,Botronics,20,fullname,2026-06-28,2026-09-26
josephine pfeiffer,pfeifferj,HIGH,Josephine Pfeiffer,Red Hat,71,fullname,2026-06-28,
hannes muhleisen,hannes,HIGH,Hannes Mühleisen,DuckDB Labs,684,fullname+dominant,2026-06-28,
nicolas rodriguez,n-rodriguez,HIGH,Nicolas Rodriguez,Nicolas Rodriguez Consulting,58,fullname+dominant,2026-06-28,
lumi,Lumieducation,MED,Lumi,,88,fullname,2026-06-28,2026-09-26
pablo marcos,pamarcos,HIGH,Pablo Marcos,ClickHouse,34,fullname,2026-06-28,
damien ciabrini,dciabrin,HIGH,Damien Ciabrini,Red Hat,53,fullname,2026-06-28,
elisabeth wenger stickel,Elsie19,HIGH,Elisabeth Wenger-Stickel,@pacstall @rhino-linux,154,fullname-ascii+dominant,2026-06-28,
benedict,benthecoder,MED,benedict neo,,258,fullname,2026-06-28,2026-09-26
nicolas frattaroli,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
guillaume tucker,gctucker,MED,Guillaume Tucker,,17,fullname,2026-06-28,2026-09-26
thomas farstrike,ThomasFarstrike,MED,Thomas Farstrike,,49,fullname,2026-06-28,2026-09-26
suzanne wood,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
andrea monterubbiano,cpt-harlock,MED,Andrea Monterubbiano,,8,fullname,2026-06-28,2026-09-26
olga kalinina,okalinina,MED,Olga Kalinina,,2,fullname,2026-06-28,2026-09-26
brooklyn zelenka,expede,HIGH,Brooklyn Zelenka,@inkandswitch,1054,fullname,2026-06-28,
sergio pastor perez,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
vladimiro paschali,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
beniamino pozzan,beniaminopozzan,HIGH,Beniamino Pozzan,@ArchangelAutonomy,58,fullname,2026-06-28,
jonas devlieghere,JDevlieghere,HIGH,Jonas Devlieghere,@apple,477,fullname,2026-06-28,
loic tosser wowi42,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
alex markuze,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
matthew white,mbwhite,HIGH,Matthew B White,IBM,79,fullname+jvmrepo,2026-06-28,
elio qoshi,elioqoshi,HIGH,Elio Qoshi,@uradotdesign,184,fullname+dominant,2026-06-28,
alex andreba,Aandreba,MED,Alex Andreba,,18,fullname,2026-06-28,2026-09-26
anja xhakani,axhakani,MED,Anja Xhakani,@uracreative ,5,fullname,2026-06-28,2026-09-26
femke weijsenfeld,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
manuel raynaud,lunika,HIGH,Manuel Raynaud,Raysys | DINUM,118,fullname+dominant,2026-06-28,
f5oeo,F5OEO,MED,F5OEO,,481,fullname,2026-06-28,2026-09-26
rao lakkakula,raolakk,MED,Rao Lakkakula,,0,fullname,2026-06-28,2026-09-26
lola odelola,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
wasim moosa,wcmoosa,MED,wasim moosa,,6,fullname,2026-06-28,2026-09-26
stephan meijer,smeijer,HIGH,Stephan Meijer,@magicbell-io,323,fullname+dominant,2026-06-28,
thor,thorfour,HIGH,Thor,@polarsignals,64,fullname,2026-06-28,
al amjad isstaif,isstaif,HIGH,al-Amjad Tawfiq Isstaif,,69,fullname+jvmrepo,2026-06-28,
florian forestier,florian-forestier,HIGH,Florian Forestier,@zenika,23,fullname,2026-06-28,
shereen bellamy,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
lukasz towarek,ltowarek,MED,Lukasz Towarek,,6,fullname,2026-06-28,2026-09-26
s1m,p1gp1g,HIGH,S1m,,46,fullname+jvmrepo,2026-06-28,
pascal bleser,pbleser-oc,HIGH,Pascal Bleser,@opencloud-eu ,0,fullname,2026-06-28,
amin rouan serik,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alex snaps,alexsnaps,HIGH,Alex Snaps,Red Hat,69,fullname,2026-06-28,
jakov petrina trnski,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
timothee jaussoin,edhelas,MED,Jaussoin Timothée,,119,fullname,2026-06-28,2026-09-26
simon repp,simonrepp,MED,Simon Repp,,61,fullname,2026-06-28,2026-09-26
benjamin robin,benjarobin,HIGH,Benjamin Robin,Bootlin,4,fullname,2026-06-28,
thecomputerguy,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
shreyas mahangade,shreyas3011,MED,shreyas mahangade,,2,fullname,2026-06-28,2026-09-26
manuel rego,mrego,HIGH,Manuel Rego,@Igalia,139,fullname+dominant,2026-06-28,
asep bagja priandana,bepitulaz,HIGH,Asep Bagja Priandana,@nanassound ,253,fullname+dominant,2026-06-28,
mykyta kemarskyi,m-kemarskyi,MED,Mykyta Kemarskyi,,20,fullname,2026-06-28,2026-09-26
tristan gingold,tgingold-cern,MED,Tristan Gingold,CERN,9,fullname,2026-06-28,2026-09-26
niklas merz,NiklasMerz,HIGH,Niklas Merz,@pragmaticindustries,124,fullname+jvmrepo,2026-06-28,
till wegmuller,Toasterson,HIGH,Till Wegmüller,@OpenFlowLabs,58,fullname+dominant,2026-06-28,
gerlind deschner,0gd,MED,Gerlind Deschner,,1,fullname,2026-06-28,2026-09-26
fabian fulga,fabi200123,MED,Fabian Fulga,Cloudbase Solutions,9,fullname,2026-06-28,2026-09-26
joel winarske,jwinarske,HIGH,Joel Winarske,Toyota Connected North America (TCNA),135,fullname+dominant,2026-06-28,
jamie kerber,kerberjg,MED,Jamie Kerber,,89,fullname,2026-06-28,2026-09-26
crozet sebastien,sebcrozet,HIGH,Sébastien Crozet,Dimforge,783,fullname+dominant,2026-06-28,
felix wiegand,KoffeinFlummi,MED,Felix Wiegand,,116,fullname,2026-06-28,2026-09-26
antonio torres,antoniotorresm,HIGH,Antonio Torres Moríñigo,@redhatofficial,18,fullname,2026-06-28,
beniamino galvani,bengal,MED,Beniamino Galvani,,23,fullname,2026-06-28,2026-09-26
miranda heath,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
lucie anglade,grewn0uille,HIGH,Lucie Anglade,@CourtBouillon,83,fullname+dominant,2026-06-28,
bobby nolte,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
amanda victoria wagner,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
steve springett,stevespringett,HIGH,Steve Springett,@OWASP,428,fullname+jvmrepo,2026-06-28,
linus hagemann,linusha,MED,Linus Hagemann,,42,fullname,2026-06-28,2026-09-26
ori,repnz,MED,Ori Damari,,746,fullname,2026-06-28,2026-09-26
stijn van houwelingen,TeaDrinkingProgrammer,HIGH,Stijn van Houwelingen,ihomer,33,fullname,2026-06-28,
martin messer,messemar,MED,Martin Messer,Cyberus Technology GmbH,9,fullname,2026-06-28,2026-09-26
beatrice mazoyer,bmaz,MED,Béatrice Mazoyer,,37,fullname,2026-06-28,2026-09-26
ibuki omatsu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
yifei sun,diaoquesang,MED,Yifei Sun (孙逸飞),Zhejiang University,56,fullname,2026-06-28,2026-09-26
joan torres lopez,joantolo,MED,Joan Torres Lopez,Red Hat,8,fullname,2026-06-28,2026-09-26
emiel brok,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
ian preston,ianopolous,HIGH,Dr Ian Preston,@Peergos ,262,fullname+jvmrepo,2026-06-28,
ben pate,benpate,MED,Ben Pate,,89,fullname,2026-06-28,2026-09-26
kieran bingham,kbingham,HIGH,Kieran Bingham,@linuxembedded ,133,fullname+dominant,2026-06-28,
ian romanick,ianromanick,MED,Ian Romanick,,11,fullname,2026-06-28,2026-09-26
francois lacombe,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jacopo mondi,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jorg rodel,joergroedel,MED,Jörg Rödel,AMD,45,fullname,2026-06-28,2026-09-26
david coles,dcoles,MED,David Coles,Sony Interactive Entertainment,43,fullname,2026-06-28,2026-09-26
viktor petersson,vpetersson,HIGH,Viktor Petersson,@Screenly ,129,fullname+dominant,2026-06-28,
soulaine theocharides,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
daniel schultz,slifty,HIGH,Daniel Schultz,@BadIdeaFactory ,165,fullname+dominant,2026-06-28,
many,ManyTheFish,HIGH,Many the fish,@meilisearch,79,fullname,2026-06-28,
connor aird,connoraird,MED,Connor Aird,@UCL-ARC,2,fullname,2026-06-28,2026-09-26
kristoffer dalby,kradalby,HIGH,Kristoffer Dalby,@tailscale ,309,fullname,2026-06-28,
afonso oliveira,AFOliveira,MED,Afonso Oliveira,AiNekko,30,fullname,2026-06-28,2026-09-26
aswath srinivasan,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
stefan granitz,weliveindetail,MED,Stefan Gränitz,,116,fullname,2026-06-28,2026-09-26
bryn pickering,brynpickering,HIGH,Bryn Pickering,@open-energy-transition ,70,fullname+dominant,2026-06-28,
christophe simon,geektophe,MED,Christophe Simon,,11,fullname,2026-06-28,2026-09-26
tommy reilly,gnurizen,MED,Tommy Reilly,,9,fullname,2026-06-28,2026-09-26
mayel de borniol,mayel,HIGH,Mayel de Borniol,Indie,134,fullname+dominant,2026-06-28,
ivan minutillo,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
mose giordano,giordano,HIGH,Mosè Giordano,@UCL-ARC,359,fullname,2026-06-28,
jules merckx,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
shaygan hooshyari,Glyphack,MED,Shaygan Hooshyari,,375,fullname,2026-06-28,2026-09-26
ullrich hafner,uhafner,HIGH,Ullrich Hafner,Hochschule München University of Applied Sciences,153,fullname,2026-06-28,
alfie fresta,AlfioEmanueleFresta,HIGH,Alfie Fresta,"@facebook, @CroceRossaItaliana ",69,fullname+dominant,2026-06-28,
ben dicken,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jonas,jonasschmedtmann,MED,Jonas Schmedtmann,,28838,fullname,2026-06-28,2026-09-26
michael riesch,carlosvalderrama,HIGH,Michael Riesch,@collabora,0,fullname,2026-06-28,
sunil mayya,MayyaSunil,MED,Sunil Mayya,Mozilla Corporation,3,fullname,2026-06-28,2026-09-26
maddog,anonopsbuilds,MED,The MadDoG,Conception and building,50,fullname,2026-06-28,2026-09-26
martin sirringhaus,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
thomas breuer,ThomasBreuer,MED,Thomas Breuer,,15,fullname,2026-06-28,2026-09-26
stefano pentassuglia,st3penta,MED,Stefano Pentassuglia,Red Hat,9,fullname,2026-06-28,2026-09-26
jose manuel dominguez,manueldmgz,MED,José Manuel Domínguez E.,,25,fullname,2026-06-28,2026-09-26
carlos delgado,sdkcarlos,HIGH,Carlos Delgado,@ourcodeworld ,259,fullname+jvmrepo,2026-06-28,
clemens lang,neverpanic,HIGH,Clemens Lang,Red Hat,99,fullname,2026-06-28,
imke de man,ImkedeMan,MED,Imke de Man,,0,fullname,2026-06-28,2026-09-26
georg kunz,gkunz,HIGH,Georg Kunz,Ericsson,23,fullname,2026-06-28,
ramon gordillo,rgordill,HIGH,Ramon Gordillo,Red Hat Inc.,16,fullname+jvmrepo,2026-06-28,
kiko fernandez reyes,kikofernandez,HIGH,Kiko Fernandez-Reyes,Ericsson,44,fullname-ascii,2026-06-28,
danfeng zhang,craft-zhang,MED,Danfeng Zhang,,13,fullname,2026-06-28,2026-09-26
erik mravec,ezopezo,HIGH,Erik Mravec,Red Hat,5,fullname,2026-06-28,
mikael ronstrom,mronstro,HIGH,Mikael Ronström,Logical Clocks AB and iClaustron,16,fullname,2026-06-28,
pierre ozoux krebber,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jennifer tridgell,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
usama saqib,usamasaqib,MED,Usama Saqib,,12,fullname,2026-06-28,2026-09-26
gabriel ku wei bin,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
kevin l hopital,kevlhop,MED,L'hôpital Kévin,savoir-faire linux,1,fullname,2026-06-28,2026-09-26
laurin weger,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
gabor boskovits,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
hubert chathi,uhoreg,HIGH,Hubert Chathi,@vector-im ,104,fullname+org,2026-06-28,
jonas sortie termansen,sortie,HIGH,Jonas Termansen,Google,64,fullname-ascii+dominant,2026-06-28,
frederic plourde,fredinfinite23,HIGH,Frederic Plourde,Collabora,4,fullname,2026-06-28,
adam harvey,adamhrv,HIGH,Adam Harvey,,215,fullname+jvmrepo,2026-06-28,
alfonso de gregorio,secYOUre,MED,Alfonso De Gregorio,secYOUre,24,fullname,2026-06-28,2026-09-26
hong minhee,dahlia,HIGH,Hong Minhee (洪 民憙),@fedify-dev,1344,fullname+dominant,2026-06-28,
akihiro suda,AkihiroSuda,HIGH,Akihiro Suda,NTT,1751,fullname,2026-06-28,
andris reinman,andris9,HIGH,Andris Reinman,EmailEngine.app (@postalsys ),1477,fullname+dominant,2026-06-28,
jonas lindstrom,sfe-jonie,MED,Jonas Lindström,,4,fullname,2026-06-28,2026-09-26
benoit ganne,bganne,MED,Benoît Ganne,Cisco,18,fullname,2026-06-28,2026-09-26
umit seren,timeu,HIGH,Ümit Seren,Vienna BioCenter,75,fullname+dominant,2026-06-28,
aliaksandr valialkin,valyala,HIGH,Aliaksandr Valialkin,@VictoriaMetrics ,3890,fullname+dominant,2026-06-28,
leon schwarzaugl,Swarsel,MED,Leon Schwarzäugl,IMBA,7,fullname,2026-06-28,2026-09-26
bart pleiter,bartpleiter,HIGH,Bart Pleiter,Alliander,2,fullname,2026-06-28,
ondrej budai,ondrejbudai,HIGH,Ondřej Budai,Red Hat,53,fullname,2026-06-28,
marco moller,caller,HIGH,Marco Möller,PIONIX,3,fullname+jvmrepo,2026-06-28,
sven krause,Barsch32,MED,Sven Krause,,2,fullname,2026-06-28,2026-09-26
valentin,vdespa,MED,Valentin Despa,,1202,fullname,2026-06-28,2026-09-26
denis lebold,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
sebastian wittlich,swittlich,MED,Sebastian Wittlich,,5,fullname,2026-06-28,2026-09-26
ulrika vincent,ulvincent,MED,Ulrika Vincent,Agical,0,fullname,2026-06-28,2026-09-26
matt graham,mattgraham,HIGH,Matt Graham,@heroku / @salesforce,386,fullname+dominant,2026-06-28,
amy o donnell,amyodonnell,MED,Amy O'Donnell,Maestro,0,fullname,2026-06-28,2026-09-26
baris aktemur,aktemur,HIGH,Tankut Baris Aktemur,AMD,78,fullname+jvmrepo,2026-06-28,
theodore tucker,tti0,MED,Theodore Tucker,,4,fullname,2026-06-28,2026-09-26
alex feyerke,espy,MED,Alex Feyerke,,114,fullname,2026-06-28,2026-09-26
guillaume ayoub,liZe,HIGH,Guillaume Ayoub,@CourtBouillon,196,fullname+dominant,2026-06-28,
ellen wittingen,Ellen-Wittingen,MED,Ellen Wittingen,,0,fullname,2026-06-28,2026-09-26
michael stahl,mistmist,HIGH,Michael Stahl,,7,fullname+jvmrepo,2026-06-28,
julius tens,juliuste,MED,Julius Tens,,391,fullname,2026-06-28,2026-09-26
gnuxie,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
mikael kullberg,morkrost,MED,Mikael Kullberg,Cat Herd AB,0,fullname,2026-06-28,2026-09-26
pierromond,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
xavier lambein,xlambein,MED,Xavier Lambein,@gigs,40,fullname,2026-06-28,2026-09-26
davide faconti,facontidavide,MED,Davide Faconti,,1882,fullname,2026-06-28,2026-09-26
mario sanchez prada,mariospr,HIGH,Mario Sanchez Prada,@Igalia,44,fullname-ascii,2026-06-28,
henrik ingo,henrikingo,HIGH,Henrik Ingo,@nyrkio ,74,fullname+jvmrepo,2026-06-28,
jerome sautret,jsautret,MED,Jérôme Sautret,ProcessOne,24,fullname,2026-06-28,2026-09-26
gwenael guillaume,GwnGuillaume,HIGH,Gwenaël GUILLAUME,"UMRAE, Cerema",4,fullname+jvmrepo,2026-06-28,
archita gorle,a-gorle,HIGH,Archita Gorle,@canonical,0,fullname,2026-06-28,
ben chisholm,Chish36,MED,Ben Chisholm,,0,fullname,2026-06-28,2026-09-26
ev cheng,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
hannah kim,hannah-gkim,MED,Hannah Gomez Kim,,34,fullname,2026-06-28,2026-09-26
sam khouri,bkhouri,MED,Bassam (Sam) Khouri,Apple,16,fullname,2026-06-28,2026-09-26
moritz thuning,moritztng,HIGH,Moritz Thüning,Tenstorrent,89,fullname+dominant,2026-06-28,
enzo ghisoni,EnzoGhisoni,MED,Enzo Ghisoni,,17,fullname,2026-06-28,2026-09-26
benjamin andre,bendersej,MED,Benjamin André-Micolon,,34,fullname,2026-06-28,2026-09-26
adam ivora,aivora-beamng,MED,Adam Ivora,BeamNG GmbH,21,fullname,2026-06-28,2026-09-26
michael poehnl,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
cristian le,LecrisUT,MED,Cristian Le,,35,fullname,2026-06-28,2026-09-26
kashyap chamarthy,kashyapc,MED,Kashyap Chamarthy,Red Hat,39,fullname,2026-06-28,2026-09-26
francesco napoleoni,cosmicfranz,MED,Francesco Napoleoni,,0,fullname,2026-06-28,2026-09-26
federico bassini,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
evan wilde,etcwilde,MED,Evan Wilde,,106,fullname,2026-06-28,2026-09-26
michael chiu,chiumichael,MED,Michael Chiu,,13,fullname,2026-06-28,2026-09-26
date yu chiang huang,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
alejandro lopez,Kra1o5,HIGH,Alejandro Lopez,,208,fullname+jvmrepo,2026-06-28,
eldar kurtic,eldarkurtic,MED,Eldar Kurtić,,26,fullname,2026-06-28,2026-09-26
boris martin,boris-martin,MED,Boris Martin,,9,fullname,2026-06-28,2026-09-26
sotirios panagiotou,spanag,MED,Sotirios Panagiotou,Neurocomputing Lab http://neurocomputinglab.com,2,fullname,2026-06-28,2026-09-26
linus basig,linuxbasic,HIGH,Linus Basig,@caruhome ,12,fullname,2026-06-28,
robert riemann,rriemann,HIGH,Robert Riemann,European Data Protection Supervisor (EDPS) @EU-EDPS ,63,fullname+dominant,2026-06-28,
payton yau,paytonyau,MED,Payton Yau,,12,fullname,2026-06-28,2026-09-26
julien balian,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
jonas kunstler,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
till prochaska,tillprochaska,MED,Till Prochaska,,39,fullname,2026-06-28,2026-09-26
dimas ciputra,dimasciput,MED,Dimas Ciputra,@kartoza ,38,fullname,2026-06-28,2026-09-26
dylan ayrey,dxa4481,HIGH,Dylan Ayrey,Truffle Security @trufflesecurity ,1045,fullname+dominant,2026-06-28,
andreas bertsatos,pr0m1th3as,MED,Andreas Bertsatos,Science and Technology in Archaeological and Cultural Research Center,29,fullname,2026-06-28,2026-09-26
giulio b,,UNRESOLVED,,,,fullname,2026-06-28,2026-09-26
tony wasserka,neobrain,MED,Tony Wasserka,,384,fullname,2026-06-28,2026-09-26
malte schrader,alpha3141,MED,Malte Schrader,,13,fullname,2026-06-28,2026-09-26
georg c f greve,greve,MED,Georg C. F. Greve,Vereign AG,16,fullname-ascii,2026-06-28,2026-09-26
sandra barthel,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
rosalind liu,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
evan patton,ewpatton,HIGH,Evan W. Patton,MIT App Inventor @mit-cml ,139,fullname+jvmrepo,2026-06-28,
jens monig,jmoenig,HIGH,Jens Mönig,SAP,306,fullname,2026-06-28,
ildiko vancsa,ildikov,MED,Ildiko Vancsa,Open Infrastructure Foundation,10,fullname,2026-06-28,2026-09-26
vadim troshchinskiy shmelev,,UNRESOLVED,,,,broad,2026-06-28,2026-09-26
james bottomley,jejb,MED,James Bottomley,Microsoft,30,fullname,2026-06-28,2026-09-26
anthony harrison,amharrison,HIGH,Anthony Harrison,,11,fullname+jvmrepo,2026-06-28,
vladislav shpilevoy,Gerold103,HIGH,Vladislav Shpilevoy,@tarantool ,119,fullname,2026-06-28,
tom de moor,ctlaltdieliet,MED,Tom De Moor,,5,fullname,2026-06-28,2026-09-26
daniel stenberg,bagder,HIGH,Daniel Stenberg,@wolfSSL ,7811,fullname+dominant,2026-06-28,
drew devault,ddevault,HIGH,Drew DeVault,SourceHut,3157,fullname+dominant,2026-06-28,
